web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679870024-3654","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","07:30","Nubes dispersas","18°","7 km/h","59%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3655","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","08:00","Despejado","17°","6 km/h","63%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3656","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","08:30","Despejado","18°","4 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3657","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","09:00","Despejado","20°","En calma","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3658","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","09:30","Despejado","21°","En calma","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3659","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","10:00","Despejado","21°","6 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3660","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","10:30","Despejado","21°","6 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3661","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","11:00","Despejado","22°","7 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3662","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","11:30","Despejado","22°","9 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3663","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","12:00","Despejado","23°","15 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3664","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","12:30","Despejado","24°","17 km/h","50%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3665","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","13:00","Despejado","24°","22 km/h","47%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3666","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","13:30","Despejado","24°","19 km/h","47%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3667","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","14:00","Despejado","27°","20 km/h","23%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3668","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","14:30","Despejado","25°","28 km/h","36%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3669","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","15:00","Despejado","24°","26 km/h","38%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3670","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","15:30","Despejado","24°","22 km/h","44%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3671","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","16:00","Despejado","24°","20 km/h","44%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3672","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","16:30","Despejado","24°","17 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3673","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","17:00","Despejado","22°","20 km/h","53%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3674","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","17:30","Despejado","22°","17 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3675","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","18:00","Despejado","22°","13 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3676","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","18:30","Despejado","21°","13 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3677","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","19:00","Despejado","20°","13 km/h","49%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3678","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","19:30","Despejado","19°","11 km/h","56%","1018 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3679","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","20:00","Despejado","19°","9 km/h","52%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3680","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","20:30","Despejado","19°","6 km/h","52%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3681","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","21:00","Despejado","18°","4 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3682","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","21:30","Despejado","19°","4 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3683","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","22:00","Despejado","18°","4 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3684","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","22:30","Despejado","18°","En calma","39%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3685","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","23:00","Despejado","18°","4 km/h","52%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870024-3686","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 24 Diciembre 2019","23:30","Despejado","18°","7 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2019.html"
"1679870027-3687","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","00:00","Despejado","19°","6 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3688","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3689","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","00:30","Despejado","16°","2 km/h","51%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3690","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","01:00","Despejado","19°","7 km/h","40%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3691","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","01:30","Despejado","20°","4 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3692","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","02:00","Despejado","19°","7 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3693","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","02:30","Despejado","19°","7 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3694","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","03:00","Despejado","20°","9 km/h","32%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3695","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","03:30","Despejado","20°","9 km/h","32%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3696","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","04:00","Despejado","19°","4 km/h","34%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3697","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","04:30","Despejado","19°","4 km/h","37%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3698","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","05:00","Despejado","19°","6 km/h","37%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3699","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","05:30","Despejado","19°","4 km/h","40%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3700","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","06:00","Despejado","19°","En calma","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3701","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","06:30","Despejado","18°","En calma","45%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3702","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","07:00","Despejado","19°","9 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3703","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","07:30","Despejado","19°","7 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3704","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","08:00","Despejado","19°","7 km/h","52%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3705","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","08:30","Despejado","19°","4 km/h","52%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3706","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","09:00","Despejado","21°","4 km/h","46%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3707","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","09:30","Despejado","22°","En calma","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3708","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","10:00","Despejado","22°","9 km/h","57%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3709","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","10:30","Despejado","23°","9 km/h","53%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3710","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","11:00","Despejado","23°","6 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3711","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","11:30","Despejado","23°","7 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3712","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","12:00","Despejado","22°","7 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3713","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","12:30","Despejado","23°","6 km/h","50%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3714","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","13:00","Despejado","22°","7 km/h","57%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3715","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","13:30","Despejado","21°","7 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3716","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","14:00","Despejado","21°","6 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3717","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","14:30","Despejado","21°","6 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3718","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","15:00","Despejado","21°","4 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3719","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","15:30","Despejado","21°","7 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3720","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","16:00","Despejado","21°","6 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3721","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","16:30","Despejado","21°","6 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3722","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","17:00","Despejado","21°","9 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3723","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","17:30","Despejado","21°","11 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3724","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","18:00","Despejado","20°","13 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3725","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","18:30","Despejado","20°","15 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3726","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","19:00","Despejado","20°","11 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3727","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","19:30","Despejado","21°","17 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3728","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","20:00","Despejado","21°","30 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3729","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","20:30","Despejado","21°","20 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3730","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","21:00","Despejado","20°","20 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3731","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","21:30","Despejado","20°","24 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3732","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","22:00","Despejado","22°","20 km/h","50%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3733","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","22:30","Despejado","22°","15 km/h","41%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3734","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","23:00","Despejado","21°","22 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870027-3735","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 25 Diciembre 2019","23:30","Despejado","21°","19 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2019.html"
"1679870029-3736","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","00:00","Despejado","21°","19 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3737","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3738","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","00:30","Despejado","20°","20 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3739","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","01:00","Despejado","20°","19 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3740","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","01:30","Despejado","20°","20 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3741","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","02:00","Despejado","20°","17 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3742","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","02:30","Despejado","20°","17 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3743","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","03:00","Despejado","20°","15 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3744","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","03:30","Despejado","20°","17 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3745","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","04:00","Despejado","20°","13 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3746","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","04:30","Despejado","20°","13 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3747","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","05:00","Despejado","20°","11 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3748","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","05:30","Despejado","21°","9 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3749","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","06:00","Despejado","21°","9 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3750","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","06:30","Despejado","21°","11 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3751","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","07:00","Despejado","20°","11 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3752","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","07:30","Despejado","21°","9 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3753","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","08:00","Despejado","21°","11 km/h","49%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3754","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","08:30","Despejado","21°","11 km/h","46%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3755","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","09:00","Despejado","21°","13 km/h","49%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3756","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","09:30","Despejado","22°","17 km/h","50%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3757","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","10:00","Despejado","23°","15 km/h","41%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3758","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","10:30","Despejado","23°","20 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3759","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","11:00","Despejado","23°","19 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3760","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","11:30","Despejado","24°","17 km/h","31%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3761","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","12:00","Despejado","23°","19 km/h","38%","1021 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3762","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","12:30","Despejado","23°","17 km/h","41%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3763","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","13:00","Despejado","23°","13 km/h","44%","1020 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3764","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","13:30","Despejado","23°","11 km/h","44%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3765","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","14:00","Despejado","23°","9 km/h","41%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3766","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","14:30","Despejado","23°","9 km/h","41%","1019 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3767","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","15:00","Despejado","22°","6 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3768","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","15:30","Despejado","22°","7 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3769","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","16:00","Despejado","22°","7 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3770","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","16:30","Despejado","22°","7 km/h","46%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3771","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","17:00","Despejado","23°","9 km/h","44%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3772","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","17:30","Despejado","21°","11 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
"1679870029-3773","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 26 Diciembre 2019","18:00","Despejado","21°","4 km/h","64%","1018 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2019.html"
